Flag Name,Image URL
D-A-CH,https://static.wikia.nocookie.net/flages/images/d/d8/Flag_of_D-A-CH.gif/revision/latest?cb=20120822214258
Dagestan,https://static.wikia.nocookie.net/flages/images/0/07/Flag_of_Dagestan.gif/revision/latest?cb=20120822214259
Dallas,https://static.wikia.nocookie.net/flages/images/c/c7/450px-Flag_of_Dallas.svg.png/revision/latest?cb=20130808153726
Dalton,https://static.wikia.nocookie.net/flages/images/9/9b/150px-Flag_of_St._Robertsburg.png/revision/latest?cb=20121225215141
Dannebrog Nebraska,https://static.wikia.nocookie.net/flages/images/6/65/Us-nednb.gif/revision/latest?cb=20130811225731
Davenport Iowa,https://static.wikia.nocookie.net/flages/images/2/2e/Us-ia-dv.gif/revision/latest?cb=20130813005019
Delaware,https://static.wikia.nocookie.net/flages/images/7/7d/Flag_of_Delaware.gif/revision/latest?cb=20120810212011
Denmark,https://static.wikia.nocookie.net/flages/images/6/69/Flag_of_Denmark.gif/revision/latest?cb=20120810215057
Denver,https://static.wikia.nocookie.net/flages/images/9/90/Flag_of_Denver.gif/revision/latest?cb=20120822214300
Des Moines,https://static.wikia.nocookie.net/flages/images/9/95/400px-Flag_of_Des_Moines%2C_Iowa.svg.png/revision/latest?cb=20130808025508
De Soto Texas,https://static.wikia.nocookie.net/flages/images/9/9d/Us-tx-ds.gif/revision/latest?cb=20130813001931
Detroit,https://static.wikia.nocookie.net/flages/images/5/51/Flag_of_Detroit%2C_Michigan.svg.png/revision/latest?cb=20130326233745
Dikson,https://static.wikia.nocookie.net/flages/images/f/f2/Dikson.png/revision/latest?cb=20210323051902
Distrito Federal,https://static.wikia.nocookie.net/flages/images/d/d0/800px-Bandeira_do_Distrito_Federal_%28Brasil%29.svg.png/revision/latest?cb=20130805020905
Divnogorsk,https://static.wikia.nocookie.net/flages/images/2/23/Flag_of_Divnogorsk.gif/revision/latest?cb=20120822214301
Djibouti,https://static.wikia.nocookie.net/flages/images/4/42/Flag_of_Djibouti.gif/revision/latest?cb=20120810215058
Over-Lorrokha Republic,https://static.wikia.nocookie.net/flages/images/8/8c/190px-Flag_of_Domanglian_Kingdom.png/revision/latest?cb=20121227024312
Dominica,https://static.wikia.nocookie.net/flages/images/c/cd/Flag_of_Dominica.gif/revision/latest?cb=20120810215257
Dover Delaware,https://static.wikia.nocookie.net/flages/images/3/33/Us-dedov.gif/revision/latest?cb=20231202075926
Drenthe,https://static.wikia.nocookie.net/flages/images/a/a3/Flag_of_Drenthe.gif/revision/latest?cb=20120820001433
Dubai,https://static.wikia.nocookie.net/flages/images/c/c8/800px-Flag_of_Dubai.svg.png/revision/latest?cb=20130821030019
Durango,https://static.wikia.nocookie.net/flages/images/e/eb/Ddhjvhj%2C.png/revision/latest?cb=20121012235126
Easter Island,https://static.wikia.nocookie.net/flages/images/5/5d/Images-262.jpeg/revision/latest?cb=20121015220236
East Timor,https://static.wikia.nocookie.net/flages/images/1/15/Flag_of_East_Timor.gif/revision/latest?cb=20120810215258
East Turkestan,https://static.wikia.nocookie.net/flages/images/6/6b/Images-425.jpeg/revision/latest?cb=20130324000401
Ecuador,https://static.wikia.nocookie.net/flages/images/2/24/Flag_of_Ecuador.gif/revision/latest?cb=20120810215259
Edgewater Colorado,https://static.wikia.nocookie.net/flages/images/5/5b/Us-co-ew.gif/revision/latest?cb=20130813012449
Egypt,https://static.wikia.nocookie.net/flages/images/5/52/Flag_of_Egypt.gif/revision/latest?cb=20120810215300
El Paso County Colorado,https://static.wikia.nocookie.net/flages/images/6/64/Us-co-ep.gif/revision/latest?cb=20130811232310
El Paso Texas,https://static.wikia.nocookie.net/flages/images/9/97/800px-Flag_of_El_Paso%2C_Texas.svg.png/revision/latest?cb=20130812171911
El Salvador,https://static.wikia.nocookie.net/flages/images/4/4b/Flag_of_El_Salvador.gif/revision/latest?cb=20120810215301
England,https://static.wikia.nocookie.net/flages/images/7/70/Flag_of_England.gif/revision/latest?cb=20120816014047
Equatorial Guinea,https://static.wikia.nocookie.net/flages/images/a/a8/Flag_of_Equatorial_Guinea.gif/revision/latest?cb=20120810215302
Eritrea,https://static.wikia.nocookie.net/flages/images/9/9b/Flag_of_Eritrea.gif/revision/latest?cb=20120810215303
Espirito Santo,https://static.wikia.nocookie.net/flages/images/b/b7/Images-432.jpeg/revision/latest?cb=20130324165111
Esporte Clube Bahia,https://static.wikia.nocookie.net/flages/images/4/49/Flag_of_Esporte_Clube_Bahia.gif/revision/latest?cb=20120822214301
Estes Park Colorado,https://static.wikia.nocookie.net/flages/images/4/4f/Us-coesp.gif/revision/latest?cb=20130813011105
Estonia,https://static.wikia.nocookie.net/flages/images/d/d1/Flag_of_Estonia.gif/revision/latest?cb=20120810215304
Ethiopia,https://static.wikia.nocookie.net/flages/images/9/9b/Flag_of_Ethiopia.gif/revision/latest?cb=20120810215305
Evans Colorado,https://static.wikia.nocookie.net/flages/images/e/e7/Us-coeva.gif/revision/latest?cb=20130813010623
FIAV,https://static.wikia.nocookie.net/flages/images/b/b8/Flag_of_FIAV.gif/revision/latest?cb=20120822214501
Fiji,https://static.wikia.nocookie.net/flages/images/4/49/Flag_of_Fiji.gif/revision/latest?cb=20120810215306
Finland,https://static.wikia.nocookie.net/flages/images/a/ab/Flag_of_Finland.gif/revision/latest?cb=20120810215356
Flag Institute,https://static.wikia.nocookie.net/flages/images/4/42/Flag_of_Flag_Institute.gif/revision/latest?cb=20120822214502
Flanders,https://static.wikia.nocookie.net/flages/images/6/67/Flag_of_Flanders.gif/revision/latest?cb=20120820001911
Flevoland,https://static.wikia.nocookie.net/flages/images/1/12/Flag_of_Flevoland.gif/revision/latest?cb=20120820001911
Florida,https://static.wikia.nocookie.net/flages/images/c/cb/Flag_of_Florida.gif/revision/latest?cb=20120810212012
Fort Collins,https://static.wikia.nocookie.net/flages/images/0/0f/Us-cofco.gif/revision/latest?cb=20130811221829
Fort Wayne,https://static.wikia.nocookie.net/flages/images/7/7b/Flag_of_Fort_Wayne.gif/revision/latest?cb=20120822214503
Fort Worth,https://static.wikia.nocookie.net/flages/images/b/b5/800px-Flag_of_Fort_Worth%2C_Texas.svg.png/revision/latest?cb=20130813000155
France,https://static.wikia.nocookie.net/flages/images/e/e4/Flag_of_France.gif/revision/latest?cb=20120810215357
French Guiana,https://static.wikia.nocookie.net/flages/images/a/af/200px-Flag_of_French_Guiana.svg.png/revision/latest?cb=20121227024836
French Polynesia,https://static.wikia.nocookie.net/flages/images/0/0c/Images-286.jpeg/revision/latest?cb=20121227031018
Fribourg,https://static.wikia.nocookie.net/flages/images/a/a8/Flag_of_Canton_of_Fribourg.svg.png/revision/latest?cb=20130327152335
Friesland,https://static.wikia.nocookie.net/flages/images/0/08/Flag_of_Friesland.gif/revision/latest?cb=20120820001912
Gabon,https://static.wikia.nocookie.net/flages/images/a/a8/Flag_of_Gabon.gif/revision/latest?cb=20120810215358
Gelderland,https://static.wikia.nocookie.net/flages/images/a/a2/Flag_of_Gelderland.gif/revision/latest?cb=20120820001913
Geneva,https://static.wikia.nocookie.net/flages/images/7/7d/Geneva.png/revision/latest?cb=20121015133807
Genoa,https://static.wikia.nocookie.net/flages/images/e/ee/Flag_of_Genoa.gif/revision/latest?cb=20120820001914
Georgia country,https://static.wikia.nocookie.net/flages/images/9/97/Flag_of_Georgia_%28country%29.gif/revision/latest?cb=20120810215359
Georgia US state,https://static.wikia.nocookie.net/flages/images/0/00/Flag_of_Georgia_%28U.S._state%29.gif/revision/latest?cb=20120810212012
German East African Company,https://static.wikia.nocookie.net/flages/images/1/1f/Flag_of_German_East_African_Company.gif/revision/latest?cb=20120822214504
Germany,https://static.wikia.nocookie.net/flages/images/3/3a/Flag_of_Germany.gif/revision/latest?cb=20120810215400
Ghana,https://static.wikia.nocookie.net/flages/images/5/58/Flag_of_Ghana.gif/revision/latest?cb=20120810215401
Gibraltar,https://static.wikia.nocookie.net/flages/images/1/18/Gibraltar.png/revision/latest?cb=20131228141311
Glarus,https://static.wikia.nocookie.net/flages/images/d/d5/Flag_of_Glarus.svg.png/revision/latest?cb=20130326015227
Glendale California,https://static.wikia.nocookie.net/flages/images/c/ce/Glendale_CA_flag.gif/revision/latest?cb=20130812031716
Gois,https://static.wikia.nocookie.net/flages/images/a/ae/270px-800px-Bandeira_de_Goi%C3%A1s.svg.png/revision/latest?cb=20130120154204
Golden Colorado,https://static.wikia.nocookie.net/flages/images/0/09/Us-cogol.gif/revision/latest?cb=20130811231128
Gonzalez Texas,https://static.wikia.nocookie.net/flages/images/a/af/Us-txgnz.gif/revision/latest?cb=20130815133204
Governor of New South Wales,https://static.wikia.nocookie.net/flages/images/7/7d/125px-Flag_of_New_South_Wales.png/revision/latest?cb=20121031165019
Governor of South Australia,https://static.wikia.nocookie.net/flages/images/1/19/Flag_of_Governor_of_South_Australia.gif/revision/latest?cb=20120822214505
Grand Forks North Dakota,https://static.wikia.nocookie.net/flages/images/a/ae/Us-nd-gf.gif/revision/latest?cb=20130808030253
Graubnden,https://static.wikia.nocookie.net/flages/images/c/cc/Graub%C3%BCnden.png/revision/latest?cb=20121014160207
Graz,https://static.wikia.nocookie.net/flages/images/d/d6/Images-253.jpeg/revision/latest?cb=20121012012253
Greece,https://static.wikia.nocookie.net/flages/images/1/1d/Flag_of_Greece.gif/revision/latest?cb=20120810215402
Greenland,https://static.wikia.nocookie.net/flages/images/0/0e/Flag_of_Greenland.gif/revision/latest?cb=20120820001915
Green River Wyoming,https://static.wikia.nocookie.net/flages/images/3/39/Us-wygrv.gif/revision/latest?cb=20130812225721
Grise Fiord,https://static.wikia.nocookie.net/flages/images/d/d9/Grise_Fiord.png/revision/latest?cb=20210323052113
Grenada,https://static.wikia.nocookie.net/flages/images/8/88/Flag_of_Grenada.gif/revision/latest?cb=20120810215403
Groningen,https://static.wikia.nocookie.net/flages/images/d/d1/Flag_of_Groningen.gif/revision/latest?cb=20120820001916
Groningen Groningen,https://static.wikia.nocookie.net/flages/images/d/d5/Groningen_%28Groningen%29.svg.png/revision/latest?cb=20130327014642
Groveland Massachusetts,https://static.wikia.nocookie.net/flages/images/0/0a/GrovelandMAFlag.jpg/revision/latest?cb=20130809001827
Guam,https://static.wikia.nocookie.net/flages/images/c/c7/Flag_of_Guam.gif/revision/latest?cb=20120820001916
Guadeloupe,https://static.wikia.nocookie.net/flages/images/8/88/Guadeloupe.png/revision/latest?cb=20121014150811
Guatemala,https://static.wikia.nocookie.net/flages/images/0/03/Flag_of_Guatemala.gif/revision/latest?cb=20120810215510
Guernsey,https://static.wikia.nocookie.net/flages/images/b/b8/Images-261.jpeg/revision/latest?cb=20121014152146
Guinea,https://static.wikia.nocookie.net/flages/images/d/d6/Flag_of_Guinea.gif/revision/latest?cb=20120810215511
Guinea-Bissau,https://static.wikia.nocookie.net/flages/images/4/4c/Flag_of_Guinea-Bissau.gif/revision/latest?cb=20120810215512
Guyana,https://static.wikia.nocookie.net/flages/images/f/f8/Flag_of_Guyana.gif/revision/latest?cb=20120810215512
Haiti,https://static.wikia.nocookie.net/flages/images/e/e8/Flag_of_Haiti.gif/revision/latest?cb=20120810215513
Hamburg,https://static.wikia.nocookie.net/flages/images/6/63/Flag_of_Hamburg.gif/revision/latest?cb=20120820001917
Harare,https://static.wikia.nocookie.net/flages/images/7/7c/Flag_of_Harare.gif/revision/latest?cb=20120820001918
Harbin,https://static.wikia.nocookie.net/flages/images/1/1f/Images-256.jpeg/revision/latest?cb=20121013145256
Harker Heights Texas,https://static.wikia.nocookie.net/flages/images/f/f7/Flag_of_Harker_Heights%2C_Texas.png/revision/latest?cb=20130814193101
Hasanistan,https://static.wikia.nocookie.net/flages/images/e/eb/170px-Hasanistan.gif/revision/latest?cb=20121225204931
Hawaii,https://static.wikia.nocookie.net/flages/images/b/b8/Flag_of_Hawaii.gif/revision/latest?cb=20120810212014
Helena Montana,https://static.wikia.nocookie.net/flages/images/c/ca/Us-mthel.gif/revision/latest?cb=20130812231138
Herm,https://static.wikia.nocookie.net/flages/images/e/e6/Herm.png/revision/latest?cb=20121014151505
Hesse,https://static.wikia.nocookie.net/flages/images/c/c2/Flag_of_Hesse.gif/revision/latest?cb=20120820001919
Honduras,https://static.wikia.nocookie.net/flages/images/e/e3/Flag_of_Honduras.gif/revision/latest?cb=20120810215514
Hong Kong,https://static.wikia.nocookie.net/flages/images/9/9e/Flag_of_Hong_Kong.gif/revision/latest?cb=20120820001920
Honolulu Hawaii,https://static.wikia.nocookie.net/flages/images/a/a1/800px-Flag_of_Honolulu%2C_Hawaii.svg.png/revision/latest?cb=20130820025618
Houston,https://static.wikia.nocookie.net/flages/images/f/fa/800px-Flag_of_Houston%2C_Texas.svg.png/revision/latest?cb=20130808154216
Hungary,https://static.wikia.nocookie.net/flages/images/a/a7/Flag_of_Hungary.gif/revision/latest?cb=20120810215515
Iceland,https://static.wikia.nocookie.net/flages/images/8/82/Flag_of_Iceland.gif/revision/latest?cb=20120810215515
Idaho,https://static.wikia.nocookie.net/flages/images/2/26/Flag_of_Idaho.gif/revision/latest?cb=20120810215516
Illinois,https://static.wikia.nocookie.net/flages/images/b/bc/Flag_of_Illinois.gif/revision/latest?cb=20120810220839
India,https://static.wikia.nocookie.net/flages/images/c/c9/Flag_of_India.gif/revision/latest?cb=20120810220840
Indiana,https://static.wikia.nocookie.net/flages/images/2/26/Flag_of_Indiana.gif/revision/latest?cb=20120810220841
Indianapolis,https://static.wikia.nocookie.net/flages/images/a/ad/250px-Flag_of_Indianapolis.svg.png/revision/latest?cb=20130812172753
Indonesia,https://static.wikia.nocookie.net/flages/images/7/7d/Flag_of_Indonesia.gif/revision/latest?cb=20120810220842
Ingushetia,https://static.wikia.nocookie.net/flages/images/d/d0/Flag_of_Ingushetia.gif/revision/latest?cb=20120822214506
Iowa,https://static.wikia.nocookie.net/flages/images/4/41/Flag_of_Iowa.gif/revision/latest?cb=20120810220842
Iran,https://static.wikia.nocookie.net/flages/images/3/36/Flag_of_Iran.gif/revision/latest?cb=20120810220843
Iraq,https://static.wikia.nocookie.net/flages/images/d/df/Flag_of_Iraq.gif/revision/latest?cb=20120810220844
Ireland,https://static.wikia.nocookie.net/flages/images/4/4d/Flag_of_Ireland.gif/revision/latest?cb=20120810220845
Irkutskaya Oblast,https://static.wikia.nocookie.net/flages/images/1/10/Flag_of_Irkutskaya_Oblast.gif/revision/latest?cb=20120822214507
Israel,https://static.wikia.nocookie.net/flages/images/6/69/Flag_of_Israel.gif/revision/latest?cb=20120810220846
Israel Defense Forces,https://static.wikia.nocookie.net/flages/images/a/aa/Flag_of_Israel_Defense_Forces.gif/revision/latest?cb=20120822214507
Italy,https://static.wikia.nocookie.net/flages/images/b/b2/Flag_of_Italy.gif/revision/latest?cb=20120810220847
Ivanovskaya Oblast,https://static.wikia.nocookie.net/flages/images/8/89/Flag_of_Ivanovskaya_Oblast.gif/revision/latest?cb=20120822214508
Jalisco,https://static.wikia.nocookie.net/flages/images/8/81/Flag_of_Jalisco.gif/revision/latest?cb=20120820001921
Jamaica,https://static.wikia.nocookie.net/flages/images/d/d0/Flag_of_Jamaica.gif/revision/latest?cb=20120810220848
Japan,https://static.wikia.nocookie.net/flages/images/7/79/Flag_of_Japan.gif/revision/latest?cb=20120810220849
Jersey,https://static.wikia.nocookie.net/flages/images/3/32/Flag_of_Jersey.gif/revision/latest?cb=20120820001922
Johnston Atoll,https://static.wikia.nocookie.net/flages/images/b/bb/220.png/revision/latest?cb=20121013220419
Jordan,https://static.wikia.nocookie.net/flages/images/e/e2/Flag_of_Jordan.gif/revision/latest?cb=20120810220850
Juneau,https://static.wikia.nocookie.net/flages/images/c/ce/Flag_of_Juneau.gif/revision/latest?cb=20120822214510
Junqueirpolis,https://static.wikia.nocookie.net/flages/images/c/c7/Brasil.png/revision/latest?cb=20130807154541
Jupiter Florida,https://static.wikia.nocookie.net/flages/images/b/be/Fla_of_Jupiter%2C_Florida.jpg/revision/latest?cb=20130327223924
Jura,https://static.wikia.nocookie.net/flages/images/b/b6/Flag_of_Canton_of_Jura.svg.png/revision/latest?cb=20130327152331
Kabardino-Balkaria,https://static.wikia.nocookie.net/flages/images/2/2b/Flag_of_Kabardino-Balkaria.gif/revision/latest?cb=20120822214511
Kaliningradskaya Oblast,https://static.wikia.nocookie.net/flages/images/6/60/Flag_of_Kaliningradskaya_Oblast.gif/revision/latest?cb=20120822214512
Kalmykia,https://static.wikia.nocookie.net/flages/images/7/7b/Flag_of_Kalmykia.gif/revision/latest?cb=20120822214513
Kaluzhskaya Oblast,https://static.wikia.nocookie.net/flages/images/d/db/Flag_of_Kaluzhskaya_Oblast.gif/revision/latest?cb=20120822214514
Kamchatskiy Kray,https://static.wikia.nocookie.net/flages/images/e/e9/Flag_of_Kamchatskiy_Kray.gif/revision/latest?cb=20120822214515
Kano,https://static.wikia.nocookie.net/flages/images/9/9f/Flag.svg.png/revision/latest?cb=20121021140307
Kansas,https://static.wikia.nocookie.net/flages/images/3/3d/Flag_of_Kansas.gif/revision/latest?cb=20120810220851
Kansas City,https://static.wikia.nocookie.net/flages/images/0/04/Kansas_City_MO_flag.jpg/revision/latest?cb=20130813223140
Karachay-Cherkessia,https://static.wikia.nocookie.net/flages/images/a/a4/Flag_of_Karachay-Cherkessia.gif/revision/latest?cb=20120822214516
Karelia,https://static.wikia.nocookie.net/flages/images/8/8c/Flag_of_Karelia.gif/revision/latest?cb=20120822214517
Kawartha Lakes,https://static.wikia.nocookie.net/flages/images/d/d9/Flag_of_Kawartha_Lakes.gif/revision/latest?cb=20120822214518
Kazakhstan,https://static.wikia.nocookie.net/flages/images/7/7a/Flag_of_Kazakhstan.gif/revision/latest?cb=20120810220852
Kemerovskaya Oblast,https://static.wikia.nocookie.net/flages/images/9/9b/Flag_of_Kemerovskaya_Oblast.gif/revision/latest?cb=20120822214519
Kentucky,https://static.wikia.nocookie.net/flages/images/9/90/Flag_of_Kentucky.gif/revision/latest?cb=20120810220853
Kenya,https://static.wikia.nocookie.net/flages/images/9/99/Flag_of_Kenya.gif/revision/latest?cb=20120810220854
Khabarovskiy Kray,https://static.wikia.nocookie.net/flages/images/2/26/Flag_of_Khabarovskiy_Kray.gif/revision/latest?cb=20120822214520
Khakass People,https://static.wikia.nocookie.net/flages/images/d/d1/Flag_of_Khakass_people.gif/revision/latest?cb=20120822214721
Khakassia,https://static.wikia.nocookie.net/flages/images/9/9a/Flag_of_Khakassia.gif/revision/latest?cb=20120822214722
Khanty-Mansiyskiy Autonomous Okrug,https://static.wikia.nocookie.net/flages/images/7/7c/Flag_of_Khanty-Mansiyskiy_Autonomous_Okrug.gif/revision/latest?cb=20120822214722
Kiribati,https://static.wikia.nocookie.net/flages/images/8/83/Flag_of_Kiribati.gif/revision/latest?cb=20120810220854
Kirovskaya Oblast,https://static.wikia.nocookie.net/flages/images/1/14/Flag_of_Kirovskaya_Oblast.gif/revision/latest?cb=20120822214723
Komi,https://static.wikia.nocookie.net/flages/images/5/58/Flag_of_Komi.gif/revision/latest?cb=20120822214724
Kosovo,https://static.wikia.nocookie.net/flages/images/c/ca/Flag_of_Kosovo.gif/revision/latest?cb=20120820001923
Kosrae,https://static.wikia.nocookie.net/flages/images/a/ae/220px-Flag_of_Kosrae.svg.png/revision/latest?cb=20121227151814
Kostromskaya Oblast,https://static.wikia.nocookie.net/flages/images/4/40/Flag_of_Kostromskaya_Oblast.gif/revision/latest?cb=20120822214725
Krakw Poland,https://static.wikia.nocookie.net/flages/images/0/09/220px-Flag_of_Krakow_svg.png/revision/latest?cb=20130323085525
Krasnodarskiy Kray,https://static.wikia.nocookie.net/flages/images/9/9d/Flag_of_Krasnodarskiy_Kray.gif/revision/latest?cb=20120822214726
Krasnoyarsk Krai,https://static.wikia.nocookie.net/flages/images/a/af/Flag_of_Krasnoyarsk_Krai.gif/revision/latest?cb=20120820001924
Krasnoyarskiy Kray,https://static.wikia.nocookie.net/flages/images/e/e7/Flag_of_Krasnoyarskiy_Kray.gif/revision/latest?cb=20120822214727
Kurganskaya Oblast,https://static.wikia.nocookie.net/flages/images/3/3b/Flag_of_Kurganskaya_Oblast.gif/revision/latest?cb=20120822214728
Kurskaya Oblast,https://static.wikia.nocookie.net/flages/images/a/a1/Flag_of_Kurskaya_Oblast.gif/revision/latest?cb=20120822214729
Kuwait,https://static.wikia.nocookie.net/flages/images/1/1b/Flag_of_Kuwait.gif/revision/latest?cb=20120810220855
Kyoto,https://static.wikia.nocookie.net/flages/images/b/bc/Images-559.jpeg/revision/latest?cb=20130422235748
Kyrgyzstan,https://static.wikia.nocookie.net/flages/images/a/ac/Flag_of_Kyrgyzstan.gif/revision/latest?cb=20120810220856
Labrador,https://static.wikia.nocookie.net/flages/images/b/b9/Flag_of_Labrador.gif/revision/latest?cb=20120820001924
La Junta Colorado,https://static.wikia.nocookie.net/flages/images/a/a5/Us-co-lajunta.gif/revision/latest?cb=20130812204842
Languedoc-Roussillon,https://static.wikia.nocookie.net/flages/images/9/9c/1000px-Flag_of_Languedoc_Roussillon.svg.png/revision/latest?cb=20120922022513
Laos,https://static.wikia.nocookie.net/flages/images/7/7b/Flag_of_Laos.gif/revision/latest?cb=20120810221049
Las Animas Colorado,https://static.wikia.nocookie.net/flages/images/e/e8/Us-colan.gif/revision/latest?cb=20130813005948
Latvia,https://static.wikia.nocookie.net/flages/images/3/35/Flag_of_Latvia.gif/revision/latest?cb=20120810221051
Leadville Colorado,https://static.wikia.nocookie.net/flages/images/3/33/Us-colvl.jpg/revision/latest?cb=20130813005520
Lebanon,https://static.wikia.nocookie.net/flages/images/c/c6/Flag_of_Lebanon.gif/revision/latest?cb=20120810221052
Leeuwarden,https://static.wikia.nocookie.net/flages/images/9/9a/Flag_of_Leeuwarden.gif/revision/latest?cb=20120822214730
Lafayette Indiana,https://static.wikia.nocookie.net/flages/images/f/f8/500px-Flag_of_Lafayette_Indiana.svg.png/revision/latest?cb=20130808193514
Leningradskaya Oblast,https://static.wikia.nocookie.net/flages/images/5/5c/Flag_of_Leningradskaya_Oblast.gif/revision/latest?cb=20120822214731
Lesotho,https://static.wikia.nocookie.net/flages/images/f/f5/Flag_of_Lesotho.gif/revision/latest?cb=20120810221053
Liberia,https://static.wikia.nocookie.net/flages/images/c/ca/Flag_of_Liberia.gif/revision/latest?cb=20120810221055
Libya,https://static.wikia.nocookie.net/flages/images/7/70/Flag_of_Libya.gif/revision/latest?cb=20120810221056
Liechtenstein,https://static.wikia.nocookie.net/flages/images/5/5a/Flag_of_Liechtenstein.gif/revision/latest?cb=20120810221057
Lima,https://static.wikia.nocookie.net/flages/images/f/f5/Images-471.jpeg/revision/latest?cb=20130329141802
Lincoln Nebraska,https://static.wikia.nocookie.net/flages/images/1/17/Us-ne-li.gif/revision/latest?cb=20130811214949
Lincolnshire,https://static.wikia.nocookie.net/flages/images/3/36/Flag_of_Lincolnshire.gif/revision/latest?cb=20120820011902
Lipetskaya Oblast,https://static.wikia.nocookie.net/flages/images/7/7d/Flag_of_Lipetskaya_Oblast.gif/revision/latest?cb=20120822214732
Lithuania,https://static.wikia.nocookie.net/flages/images/5/54/Flag_of_Lithuania.gif/revision/latest?cb=20120810221058
Lisbon,https://static.wikia.nocookie.net/flages/images/7/7c/Images-264.jpeg/revision/latest?cb=20121020160331
Loja Ecuador,https://static.wikia.nocookie.net/flages/images/a/ae/Flag_of_Loja.svg.png/revision/latest?cb=20130326152138
Long Beach California,https://static.wikia.nocookie.net/flages/images/a/ab/Us-calbh.gif/revision/latest?cb=20130812134126
Lord Howe Island,https://static.wikia.nocookie.net/flages/images/a/a9/Flag_of_Lord_Howe_Island.svg.png/revision/latest?cb=20130326152138
Los Angeles,https://static.wikia.nocookie.net/flages/images/5/5d/Images-444.jpeg/revision/latest?cb=20130326155956
Louisiana,https://static.wikia.nocookie.net/flages/images/f/fd/Flag_of_Louisiana.gif/revision/latest?cb=20120810221059
Loveland Colorado,https://static.wikia.nocookie.net/flages/images/7/78/Us-co-ll.gif/revision/latest?cb=20130811222804
Lovely,https://static.wikia.nocookie.net/flages/images/c/cb/Lovely.svg.png/revision/latest?cb=20120930164215
Lower Austria,https://static.wikia.nocookie.net/flages/images/f/f9/Flag_of_Lower_Austria.gif/revision/latest?cb=20120822214733
Lower Saxony,https://static.wikia.nocookie.net/flages/images/9/9e/Flag_of_Lower_Saxony.gif/revision/latest?cb=20120820011904
Lucerne,https://static.wikia.nocookie.net/flages/images/f/fe/Flag_of_Canton_of_Lucerne.svg.png/revision/latest?cb=20130327152335
Luxembourg,https://static.wikia.nocookie.net/flages/images/5/59/Flag_of_Luxembourg.gif/revision/latest?cb=20120810221100
Macau,https://static.wikia.nocookie.net/flages/images/a/a7/Images-426.jpeg/revision/latest?cb=20130324000641
Madagascar,https://static.wikia.nocookie.net/flages/images/8/8d/Flag_of_Madagascar.gif/revision/latest?cb=20120810221104
Magadanskaya Oblast,https://static.wikia.nocookie.net/flages/images/3/31/Flag_of_Magadanskaya_Oblast.gif/revision/latest?cb=20120822214733
Magallanes,https://static.wikia.nocookie.net/flages/images/7/73/Flag_of_Magallanes.gif/revision/latest?cb=20120820011904
Mahuset,https://static.wikia.nocookie.net/flages/images/f/f7/200px-306891_3061192548748_779667659_n-1-.jpg/revision/latest?cb=20121226203849
Maine,https://static.wikia.nocookie.net/flages/images/b/ba/Flag_of_Maine.gif/revision/latest?cb=20120810221105
Malawi,https://static.wikia.nocookie.net/flages/images/1/1b/Flag_of_Malawi.gif/revision/latest?cb=20120810221106
Malaysia,https://static.wikia.nocookie.net/flages/images/c/ca/Flag_of_Malaysia.gif/revision/latest?cb=20120810221108
Maldives,https://static.wikia.nocookie.net/flages/images/6/67/Flag_of_Maldives.gif/revision/latest?cb=20120810221109
Mali,https://static.wikia.nocookie.net/flages/images/b/b0/Flag_of_Mali.gif/revision/latest?cb=20120810221110
Malta,https://static.wikia.nocookie.net/flages/images/b/b3/Flag_of_Malta.gif/revision/latest?cb=20120810221111
Manitoba,https://static.wikia.nocookie.net/flages/images/3/35/Flag_of_Manitoba.gif/revision/latest?cb=20120816014049
Maori,https://static.wikia.nocookie.net/flages/images/c/cf/Images-445.jpeg/revision/latest?cb=20130326222531
Maranho,https://static.wikia.nocookie.net/flages/images/4/47/Flag_of_Maranh%C3%A3o.gif/revision/latest?cb=20120822214734
Mari El,https://static.wikia.nocookie.net/flages/images/8/8e/Flag_of_Mari_El.gif/revision/latest?cb=20120822214735
Marseille,https://static.wikia.nocookie.net/flages/images/2/22/800px-Flag_of_Marseille.svg.png/revision/latest?cb=20220601032233
Martinique,https://static.wikia.nocookie.net/flages/images/6/6b/200px-Flag_of_Martinique.svg.png/revision/latest?cb=20130106234611
Maryland,https://static.wikia.nocookie.net/flages/images/4/4c/Flag_of_Maryland.gif/revision/latest?cb=20120810221112
Mato Grosso,https://static.wikia.nocookie.net/flages/images/8/85/800px-Bandeira_de_Mato_Grosso.svg.png/revision/latest?cb=20130805185857
Massachusetts,https://static.wikia.nocookie.net/flages/images/d/db/Flag_of_Massachusetts.gif/revision/latest?cb=20120810221114
Mauritania,https://static.wikia.nocookie.net/flages/images/a/a2/Flag_of_Mauritania.gif/revision/latest?cb=20120810221247
Mauritius,https://static.wikia.nocookie.net/flages/images/5/57/Flag_of_Mauritius.gif/revision/latest?cb=20120810221248
MecklenburgVorpommern,https://static.wikia.nocookie.net/flages/images/c/c1/Flag_of_Mecklenburg%E2%80%93Vorpommern.gif/revision/latest?cb=20120820011905
Melbourne,https://static.wikia.nocookie.net/flages/images/5/52/Images-451.jpeg/revision/latest?cb=20130327015008
Melilla,https://static.wikia.nocookie.net/flages/images/a/a3/250px-Flag_of_Melilla.svg.png/revision/latest?cb=20130214005039
